school_osm_id,school_osm_type,school_name,place_osm_id,place_admin_level,place_place,place_name,lon,lat,bbox
-11586954,relation,Крулеўшчынская сярэдняя школа,-8016718,8,,Крулевщинский сельский Совет,27.78567589014823,55.02370668841956,"27.787023699999995,55.02480999942817,27.784715699999996,55.022705499427516"
-11586954,relation,Крулеўшчынская сярэдняя школа,-7483313,10,village,Крулевщина,27.78567589014823,55.02370668841956,"27.787023699999995,55.02480999942817,27.784715699999996,55.022705499427516"
-11586954,relation,Крулеўшчынская сярэдняя школа,-70716,6,,Докшицкий район,27.78567589014823,55.02370668841956,"27.787023699999995,55.02480999942817,27.784715699999996,55.022705499427516"
-11586954,relation,Крулеўшчынская сярэдняя школа,-59506,4,,Витебская область,27.78567589014823,55.02370668841956,"27.787023699999995,55.02480999942817,27.784715699999996,55.022705499427516"
-11586954,relation,Крулеўшчынская сярэдняя школа,-59065,2,,Беларусь,27.78567589014823,55.02370668841956,"27.787023699999995,55.02480999942817,27.784715699999996,55.022705499427516"
-11153083,relation,Школа № 4,-4684730,8,town,Шклов,30.285658874206216,54.217535648914,"30.2869651,54.218225799224506,30.284370000000003,54.21682039922424"
-11153083,relation,Школа № 4,-70626,6,,Шкловский район,30.285658874206216,54.217535648914,"30.2869651,54.218225799224506,30.284370000000003,54.21682039922424"
-11153083,relation,Школа № 4,-59162,4,,Могилёвская область,30.285658874206216,54.217535648914,"30.2869651,54.218225799224506,30.284370000000003,54.21682039922424"
-11153083,relation,Школа № 4,-59065,2,,Беларусь,30.285658874206216,54.217535648914,"30.2869651,54.218225799224506,30.284370000000003,54.21682039922424"
-11123161,relation,Кировская средняя школа,-7924018,8,,Летчанский сельский Совет,30.117528176420063,55.18921320841027,"30.1189703,55.19024269948087,30.1162022,55.18821379948022"
-11123161,relation,Кировская средняя школа,-7479926,10,village,Кировская,30.117528176420063,55.18921320841027,"30.1189703,55.19024269948087,30.1162022,55.18821379948022"
-11123161,relation,Кировская средняя школа,-59506,4,,Витебская область,30.117528176420063,55.18921320841027,"30.1189703,55.19024269948087,30.1162022,55.18821379948022"
-11123161,relation,Кировская средняя школа,-59504,6,,Витебский район,30.117528176420063,55.18921320841027,"30.1189703,55.19024269948087,30.1162022,55.18821379948022"
-11123161,relation,Кировская средняя школа,-59065,2,,Беларусь,30.117528176420063,55.18921320841027,"30.1189703,55.19024269948087,30.1162022,55.18821379948022"
-10101083,relation,Средняя школа №2,-6722368,8,town,Волковыск,24.476524176165118,53.159904727086456,"24.4753708,53.15936239909437,24.477816999999998,53.16040769909443,24.4778693,53.158395799094315,24.4796222,53.159647799094394"
-10101083,relation,Средняя школа №2,-6722368,8,town,Волковыск,24.478658968117685,53.15892011646665,"24.4753708,53.15936239909437,24.477816999999998,53.16040769909443,24.4778693,53.158395799094315,24.4796222,53.159647799094394"
-10101083,relation,Средняя школа №2,-70771,6,,Волковысский район,24.476524176165118,53.159904727086456,"24.4753708,53.15936239909437,24.477816999999998,53.16040769909443,24.4778693,53.158395799094315,24.4796222,53.159647799094394"
-10101083,relation,Средняя школа №2,-70771,6,,Волковысский район,24.478658968117685,53.15892011646665,"24.4753708,53.15936239909437,24.477816999999998,53.16040769909443,24.4778693,53.158395799094315,24.4796222,53.159647799094394"
-10101083,relation,Средняя школа №2,-59275,4,,Гродненская область,24.476524176165118,53.159904727086456,"24.4753708,53.15936239909437,24.477816999999998,53.16040769909443,24.4778693,53.158395799094315,24.4796222,53.159647799094394"
-10101083,relation,Средняя школа №2,-59275,4,,Гродненская область,24.478658968117685,53.15892011646665,"24.4753708,53.15936239909437,24.477816999999998,53.16040769909443,24.4778693,53.158395799094315,24.4796222,53.159647799094394"
-10101083,relation,Средняя школа №2,-59065,2,,Беларусь,24.476524176165118,53.159904727086456,"24.4753708,53.15936239909437,24.477816999999998,53.16040769909443,24.4778693,53.158395799094315,24.4796222,53.159647799094394"
-10101083,relation,Средняя школа №2,-59065,2,,Беларусь,24.478658968117685,53.15892011646665,"24.4753708,53.15936239909437,24.477816999999998,53.16040769909443,24.4778693,53.158395799094315,24.4796222,53.159647799094394"
-10081446,relation,Средняя школа №2,-6722642,8,town,Быхов,30.22626552917648,53.52874748849632,"30.224177299999997,53.527729199122234,30.227835700000004,53.52967009912241"
-10081446,relation,Средняя школа №2,-70586,6,,Быховский район,30.22626552917648,53.52874748849632,"30.224177299999997,53.527729199122234,30.227835700000004,53.52967009912241"
-10081446,relation,Средняя школа №2,-59162,4,,Могилёвская область,30.22626552917648,53.52874748849632,"30.224177299999997,53.527729199122234,30.227835700000004,53.52967009912241"
-10081446,relation,Средняя школа №2,-59065,2,,Беларусь,30.22626552917648,53.52874748849632,"30.224177299999997,53.527729199122234,30.227835700000004,53.52967009912241"
-9699497,relation,,-82606,9,,Ленинский район,30.31662305222464,53.92901428404279,"30.317043,53.92761809917337,30.3148871,53.928568199173526,30.318212,53.929816599173726,30.3183079,53.928472299173514"
-9699497,relation,,-82606,9,,Ленинский район,30.317500624134727,53.9280333188374,"30.317043,53.92761809917337,30.3148871,53.928568199173526,30.318212,53.929816599173726,30.3183079,53.928472299173514"
-9699497,relation,,-62145,6,city,Могилёв,30.31662305222464,53.92901428404279,"30.317043,53.92761809917337,30.3148871,53.928568199173526,30.318212,53.929816599173726,30.3183079,53.928472299173514"
-9699497,relation,,-62145,6,city,Могилёв,30.317500624134727,53.9280333188374,"30.317043,53.92761809917337,30.3148871,53.928568199173526,30.318212,53.929816599173726,30.3183079,53.928472299173514"
-9699497,relation,,-59162,4,,Могилёвская область,30.31662305222464,53.92901428404279,"30.317043,53.92761809917337,30.3148871,53.928568199173526,30.318212,53.929816599173726,30.3183079,53.928472299173514"
-9699497,relation,,-59162,4,,Могилёвская область,30.317500624134727,53.9280333188374,"30.317043,53.92761809917337,30.3148871,53.928568199173526,30.318212,53.929816599173726,30.3183079,53.928472299173514"
-9699497,relation,,-59065,2,,Беларусь,30.31662305222464,53.92901428404279,"30.317043,53.92761809917337,30.3148871,53.928568199173526,30.318212,53.929816599173726,30.3183079,53.928472299173514"
-9699497,relation,,-59065,2,,Беларусь,30.317500624134727,53.9280333188374,"30.317043,53.92761809917337,30.3148871,53.928568199173526,30.318212,53.929816599173726,30.3183079,53.928472299173514"
-9586069,relation,,-7505926,10,hamlet,Замочек,29.332428877425734,54.702877372236216,"29.334145200000002,54.70406909933642,29.3307146,54.70176919933582"
-9586069,relation,,-4850386,8,,Круглицкий сельский Совет,29.332428877425734,54.702877372236216,"29.334145200000002,54.70406909933642,29.3307146,54.70176919933582"
-9586069,relation,,-70746,6,,Чашникский район,29.332428877425734,54.702877372236216,"29.334145200000002,54.70406909933642,29.3307146,54.70176919933582"
-9586069,relation,,-59506,4,,Витебская область,29.332428877425734,54.702877372236216,"29.334145200000002,54.70406909933642,29.3307146,54.70176919933582"
-9586069,relation,,-59065,2,,Беларусь,29.332428877425734,54.702877372236216,"29.334145200000002,54.70406909933642,29.3307146,54.70176919933582"
-9347938,relation,Клепачская средняя школа,-8025733,8,,Мокровский сельский Совет,24.354575102594747,52.70405278897181,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-8025733,8,,Мокровский сельский Совет,24.355470600237712,52.70291377460691,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-7467815,10,village,Клепачи,24.354575102594747,52.70405278897181,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-7467815,10,village,Клепачи,24.355470600237712,52.70291377460691,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-71094,6,,Пружанский район,24.354575102594747,52.70405278897181,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-71094,6,,Пружанский район,24.355470600237712,52.70291377460691,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-59189,4,,Брестская область,24.354575102594747,52.70405278897181,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-59189,4,,Брестская область,24.355470600237712,52.70291377460691,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-59065,2,,Беларусь,24.354575102594747,52.70405278897181,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9347938,relation,Клепачская средняя школа,-59065,2,,Беларусь,24.355470600237712,52.70291377460691,"24.3537498,52.702092299084335,24.356668000000003,52.70389799908432,24.3534976,52.70350299908433,24.3558311,52.70473009908432"
-9238510,relation,,-8028563,8,,Новосёлковский сельский Совет,24.407198980826106,52.014871823551736,"24.4061065,52.01411229911626,24.4085982,52.01573009911612"
-9238510,relation,,-4718763,10,village,Бельск,24.407198980826106,52.014871823551736,"24.4061065,52.01411229911626,24.4085982,52.01573009911612"
-9238510,relation,,-71101,6,,Кобринский район,24.407198980826106,52.014871823551736,"24.4061065,52.01411229911626,24.4085982,52.01573009911612"
-9238510,relation,,-59189,4,,Брестская область,24.407198980826106,52.014871823551736,"24.4061065,52.01411229911626,24.4085982,52.01573009911612"
-9238510,relation,,-59065,2,,Беларусь,24.407198980826106,52.014871823551736,"24.4061065,52.01411229911626,24.4085982,52.01573009911612"
-9205366,relation,СШ №9,-59208,9,,Московский район,27.48411506530117,53.85136446296325,"27.482603199999996,53.850271499161735,27.486010899999997,53.852240099162046"
-9205366,relation,СШ №9,-59195,4,city,Минск,27.48411506530117,53.85136446296325,"27.482603199999996,53.850271499161735,27.486010899999997,53.852240099162046"
-9205366,relation,СШ №9,-59065,2,,Беларусь,27.48411506530117,53.85136446296325,"27.482603199999996,53.850271499161735,27.486010899999997,53.852240099162046"
-9158688,relation,Средняя школа №27,-2888067,9,,Ленинский район,23.846184928314432,53.71291038630903,"23.847641399999997,53.71375419914327,23.845419499999995,53.71226269914308"
-9158688,relation,Средняя школа №27,-130921,6,city,Гродно,23.846184928314432,53.71291038630903,"23.847641399999997,53.71375419914327,23.845419499999995,53.71226269914308"
-9158688,relation,Средняя школа №27,-59275,4,,Гродненская область,23.846184928314432,53.71291038630903,"23.847641399999997,53.71375419914327,23.845419499999995,53.71226269914308"
-9158688,relation,Средняя школа №27,-59065,2,,Беларусь,23.846184928314432,53.71291038630903,"23.847641399999997,53.71375419914327,23.845419499999995,53.71226269914308"
-8815054,relation,Магілёўская дзіцячая школа выяўленчых мастацтваў,-82606,9,,Ленинский район,30.33738552089333,53.900822831538015,"30.337722599999996,53.90107499916929,30.3371372,53.90051619916921"
-8815054,relation,Магілёўская дзіцячая школа выяўленчых мастацтваў,-62145,6,city,Могилёв,30.33738552089333,53.900822831538015,"30.337722599999996,53.90107499916929,30.3371372,53.90051619916921"
-8815054,relation,Магілёўская дзіцячая школа выяўленчых мастацтваў,-59162,4,,Могилёвская область,30.33738552089333,53.900822831538015,"30.337722599999996,53.90107499916929,30.3371372,53.90051619916921"
-8815054,relation,Магілёўская дзіцячая школа выяўленчых мастацтваў,-59065,2,,Беларусь,30.33738552089333,53.900822831538015,"30.337722599999996,53.90107499916929,30.3371372,53.90051619916921"
-8356993,relation,Теглевичский детский сад-средняя школа,-8100436,8,,Доброселецкий сельский Совет,24.777759151494706,53.01273242506498,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-8100436,8,,Доброселецкий сельский Совет,24.779775495693542,53.01376075355295,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-7514878,10,village,Теглевичи,24.777759151494706,53.01273242506498,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-7514878,10,village,Теглевичи,24.779775495693542,53.01376075355295,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-70772,6,,Зельвенский район,24.777759151494706,53.01273242506498,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-70772,6,,Зельвенский район,24.779775495693542,53.01376075355295,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-59275,4,,Гродненская область,24.777759151494706,53.01273242506498,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-59275,4,,Гродненская область,24.779775495693542,53.01376075355295,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-59065,2,,Беларусь,24.777759151494706,53.01273242506498,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8356993,relation,Теглевичский детский сад-средняя школа,-59065,2,,Беларусь,24.779775495693542,53.01376075355295,"24.7789764,53.01341809908826,24.776423,53.01207549908825,24.778177099999997,53.012929099088275,24.7813126,53.014462099088334"
-8328031,relation,,-6722318,8,town,Дисна,28.212614821180303,55.55432047871273,"28.211261399999998,55.55365069960903,28.213973700000004,55.554988899609526"
-8328031,relation,,-70690,6,,Миорский район,28.212614821180303,55.55432047871273,"28.211261399999998,55.55365069960903,28.213973700000004,55.554988899609526"
-8328031,relation,,-59506,4,,Витебская область,28.212614821180303,55.55432047871273,"28.211261399999998,55.55365069960903,28.213973700000004,55.554988899609526"
-8328031,relation,,-59065,2,,Беларусь,28.212614821180303,55.55432047871273,"28.211261399999998,55.55365069960903,28.213973700000004,55.554988899609526"
-8307965,relation,СШ №56,-59246,9,,Фрунзенский район,27.425527735901017,53.92530426765004,"27.427240599999998,53.9264608991732,27.423882099999997,53.92437389917288"
-8307965,relation,СШ №56,-59195,4,city,Минск,27.425527735901017,53.92530426765004,"27.427240599999998,53.9264608991732,27.423882099999997,53.92437389917288"
-8307965,relation,СШ №56,-59065,2,,Беларусь,27.425527735901017,53.92530426765004,"27.427240599999998,53.9264608991732,27.423882099999997,53.92437389917288"
-8022794,relation,СШ № 15,-6825778,6,city,Новополоцк,28.59794097916958,55.58764447659949,"28.599748799999997,55.58887479962232,28.596251,55.58677519962151"
-8022794,relation,СШ № 15,-59506,4,,Витебская область,28.59794097916958,55.58764447659949,"28.599748799999997,55.58887479962232,28.596251,55.58677519962151"
-8022794,relation,СШ № 15,-59065,2,,Беларусь,28.59794097916958,55.58764447659949,"28.599748799999997,55.58887479962232,28.596251,55.58677519962151"
-7825262,relation,Школа № 30,-3629221,9,,Первомайский район,29.193724930288404,53.16330823922403,"29.192351999999993,53.16241139909452,29.1950984,53.164186299094624"
-7825262,relation,Школа № 30,-167857,6,city,Бобруйск,29.193724930288404,53.16330823922403,"29.192351999999993,53.16241139909452,29.1950984,53.164186299094624"
-7825262,relation,Школа № 30,-59162,4,,Могилёвская область,29.193724930288404,53.16330823922403,"29.192351999999993,53.16241139909452,29.1950984,53.164186299094624"
-7825262,relation,Школа № 30,-59065,2,,Беларусь,29.193724930288404,53.16330823922403,"29.192351999999993,53.16241139909452,29.1950984,53.164186299094624"
-7825261,relation,Гимназия № 1,-3629221,9,,Первомайский район,29.192881414067067,53.16236835088405,"29.191029699999998,53.16111929909447,29.195294799999996,53.16365729909459"
-7825261,relation,Гимназия № 1,-167857,6,city,Бобруйск,29.192881414067067,53.16236835088405,"29.191029699999998,53.16111929909447,29.195294799999996,53.16365729909459"
-7825261,relation,Гимназия № 1,-59162,4,,Могилёвская область,29.192881414067067,53.16236835088405,"29.191029699999998,53.16111929909447,29.195294799999996,53.16365729909459"
-7825261,relation,Гимназия № 1,-59065,2,,Беларусь,29.192881414067067,53.16236835088405,"29.191029699999998,53.16111929909447,29.195294799999996,53.16365729909459"
-7550248,relation,Школа №186,-59209,9,,Заводской район,27.699130517443155,53.8454199281026,"27.700418999999997,53.84618539916118,27.697632199999997,53.8445446991609"
-7550248,relation,Школа №186,-59195,4,city,Минск,27.699130517443155,53.8454199281026,"27.700418999999997,53.84618539916118,27.697632199999997,53.8445446991609"
-7550248,relation,Школа №186,-59065,2,,Беларусь,27.699130517443155,53.8454199281026,"27.700418999999997,53.84618539916118,27.697632199999997,53.8445446991609"
-7550247,relation,Школа №200,-59209,9,,Заводской район,27.700988206163345,53.84510123145339,"27.7020789,53.845905499161134,27.699966199999995,53.8442793991609"
-7550247,relation,Школа №200,-59195,4,city,Минск,27.700988206163345,53.84510123145339,"27.7020789,53.845905499161134,27.699966199999995,53.8442793991609"
-7550247,relation,Школа №200,-59065,2,,Беларусь,27.700988206163345,53.84510123145339,"27.7020789,53.845905499161134,27.699966199999995,53.8442793991609"
-7469150,relation,Средняя школа №33,-2888068,9,,Октябрьский район,23.82656668944183,53.64788221672402,"23.8258211,53.64732519913521,23.8273482,53.64839929913534,23.827587299999998,53.64956829913546,23.825555000000005,53.6481815991353"
-7469150,relation,Средняя школа №33,-2888068,9,,Октябрьский район,23.826646354950253,53.64892719593047,"23.8258211,53.64732519913521,23.8273482,53.64839929913534,23.827587299999998,53.64956829913546,23.825555000000005,53.6481815991353"
-7469150,relation,Средняя школа №33,-130921,6,city,Гродно,23.82656668944183,53.64788221672402,"23.8258211,53.64732519913521,23.8273482,53.64839929913534,23.827587299999998,53.64956829913546,23.825555000000005,53.6481815991353"
-7469150,relation,Средняя школа №33,-130921,6,city,Гродно,23.826646354950253,53.64892719593047,"23.8258211,53.64732519913521,23.8273482,53.64839929913534,23.827587299999998,53.64956829913546,23.825555000000005,53.6481815991353"
-7469150,relation,Средняя школа №33,-59275,4,,Гродненская область,23.82656668944183,53.64788221672402,"23.8258211,53.64732519913521,23.8273482,53.64839929913534,23.827587299999998,53.64956829913546,23.825555000000005,53.6481815991353"
-7469150,relation,Средняя школа №33,-59275,4,,Гродненская область,23.826646354950253,53.64892719593047,"23.8258211,53.64732519913521,23.8273482,53.64839929913534,23.827587299999998,53.64956829913546,23.825555000000005,53.6481815991353"
-7469150,relation,Средняя школа №33,-59065,2,,Беларусь,23.82656668944183,53.64788221672402,"23.8258211,53.64732519913521,23.8273482,53.64839929913534,23.827587299999998,53.64956829913546,23.825555000000005,53.6481815991353"
-7469150,relation,Средняя школа №33,-59065,2,,Беларусь,23.826646354950253,53.64892719593047,"23.8258211,53.64732519913521,23.8273482,53.64839929913534,23.827587299999998,53.64956829913546,23.825555000000005,53.6481815991353"
-7170148,relation,Средняя школа №26,-2888068,9,,Октябрьский район,23.841674715172182,53.65379449161788,"23.8431032,53.654926999136116,23.840208399999998,53.65262539913583"
-7170148,relation,Средняя школа №26,-130921,6,city,Гродно,23.841674715172182,53.65379449161788,"23.8431032,53.654926999136116,23.840208399999998,53.65262539913583"
-7170148,relation,Средняя школа №26,-59275,4,,Гродненская область,23.841674715172182,53.65379449161788,"23.8431032,53.654926999136116,23.840208399999998,53.65262539913583"
-7170148,relation,Средняя школа №26,-59065,2,,Беларусь,23.841674715172182,53.65379449161788,"23.8431032,53.654926999136116,23.840208399999998,53.65262539913583"
-7170145,relation,Гимназия №9 имени Кириченко,-2888068,9,,Октябрьский район,23.839066235006733,53.65363668481464,"23.8408146,53.654857099136095,23.8371791,53.65256049913583"
-7170145,relation,Гимназия №9 имени Кириченко,-130921,6,city,Гродно,23.839066235006733,53.65363668481464,"23.8408146,53.654857099136095,23.8371791,53.65256049913583"
-7170145,relation,Гимназия №9 имени Кириченко,-59275,4,,Гродненская область,23.839066235006733,53.65363668481464,"23.8408146,53.654857099136095,23.8371791,53.65256049913583"
-7170145,relation,Гимназия №9 имени Кириченко,-59065,2,,Беларусь,23.839066235006733,53.65363668481464,"23.8408146,53.654857099136095,23.8371791,53.65256049913583"
-7079698,relation,Гимназия № 1,-6722644,8,town,Горки,30.995519756263604,54.278885855992435,"30.9948318,54.27838599923658,30.996391799999998,54.2794665992368"
-7079698,relation,Гимназия № 1,-70620,6,,Горецкий район,30.995519756263604,54.278885855992435,"30.9948318,54.27838599923658,30.996391799999998,54.2794665992368"
-7079698,relation,Гимназия № 1,-59162,4,,Могилёвская область,30.995519756263604,54.278885855992435,"30.9948318,54.27838599923658,30.996391799999998,54.2794665992368"
-7079698,relation,Гимназия № 1,-59065,2,,Беларусь,30.995519756263604,54.278885855992435,"30.9948318,54.27838599923658,30.996391799999998,54.2794665992368"
-7000729,relation,Гимназия №32,-59246,9,,Фрунзенский район,27.48943222311063,53.917713285978344,"27.491878299999996,53.91832709917194,27.4875938,53.91705029917175"
-7000729,relation,Гимназия №32,-59195,4,city,Минск,27.48943222311063,53.917713285978344,"27.491878299999996,53.91832709917194,27.4875938,53.91705029917175"
-7000729,relation,Гимназия №32,-59065,2,,Беларусь,27.48943222311063,53.917713285978344,"27.491878299999996,53.91832709917194,27.4875938,53.91705029917175"
-6680097,relation,Школа № 18,-6825777,6,city,Витебск,30.17949812425751,55.1791881167763,"30.1783315,55.17850019947702,30.180723599999997,55.17984479947744"
-6680097,relation,Школа № 18,-68617,9,,Первомайский район,30.17949812425751,55.1791881167763,"30.1783315,55.17850019947702,30.180723599999997,55.17984479947744"
-6680097,relation,Школа № 18,-59506,4,,Витебская область,30.17949812425751,55.1791881167763,"30.1783315,55.17850019947702,30.180723599999997,55.17984479947744"
-6680097,relation,Школа № 18,-59065,2,,Беларусь,30.17949812425751,55.1791881167763,"30.1783315,55.17850019947702,30.180723599999997,55.17984479947744"
-6551161,relation,Сярэдняя школа №5 (філіял),-82607,9,,Октябрьский район,30.323939005494566,53.875155375268825,"30.324605199999997,53.87553979916546,30.323262399999997,53.87473329916535"
-6551161,relation,Сярэдняя школа №5 (філіял),-62145,6,city,Могилёв,30.323939005494566,53.875155375268825,"30.324605199999997,53.87553979916546,30.323262399999997,53.87473329916535"
-6551161,relation,Сярэдняя школа №5 (філіял),-59162,4,,Могилёвская область,30.323939005494566,53.875155375268825,"30.324605199999997,53.87553979916546,30.323262399999997,53.87473329916535"
-6551161,relation,Сярэдняя школа №5 (філіял),-59065,2,,Беларусь,30.323939005494566,53.875155375268825,"30.324605199999997,53.87553979916546,30.323262399999997,53.87473329916535"
-6372538,relation,СШ №67,-3628815,9,,Центральный район,31.017625667559162,52.454452325672456,"31.016674599999995,52.45387079908964,31.018577500000003,52.4550169990896"
-6372538,relation,СШ №67,-163244,6,city,Гомель,31.017625667559162,52.454452325672456,"31.016674599999995,52.45387079908964,31.018577500000003,52.4550169990896"
-6372538,relation,СШ №67,-59161,4,,Гомельская область,31.017625667559162,52.454452325672456,"31.016674599999995,52.45387079908964,31.018577500000003,52.4550169990896"
-6372538,relation,СШ №67,-59065,2,,Беларусь,31.017625667559162,52.454452325672456,"31.016674599999995,52.45387079908964,31.018577500000003,52.4550169990896"
-6363512,relation,Средняя школа № 9,-5598676,8,town,Светлогорск,29.71768901529182,52.62473701679133,"29.719162000000004,52.62573139908518,29.716343300000002,52.62362109908521"
-6363512,relation,Средняя школа № 9,-59161,4,,Гомельская область,29.71768901529182,52.62473701679133,"29.719162000000004,52.62573139908518,29.716343300000002,52.62362109908521"
-6363512,relation,Средняя школа № 9,-59137,6,,Светлогорский район,29.71768901529182,52.62473701679133,"29.719162000000004,52.62573139908518,29.716343300000002,52.62362109908521"
-6363512,relation,Средняя школа № 9,-59065,2,,Беларусь,29.71768901529182,52.62473701679133,"29.719162000000004,52.62573139908518,29.716343300000002,52.62362109908521"
-6322161,relation,Средняя школа №5,-3551849,8,town,Рогачёв,30.065824509558542,53.100731941543586,"30.065183499999993,53.10036249909159,30.066420699999995,53.10111799909159"
-6322161,relation,Средняя школа №5,-59174,6,,Рогачёвский район,30.065824509558542,53.100731941543586,"30.065183499999993,53.10036249909159,30.066420699999995,53.10111799909159"
-6322161,relation,Средняя школа №5,-59161,4,,Гомельская область,30.065824509558542,53.100731941543586,"30.065183499999993,53.10036249909159,30.066420699999995,53.10111799909159"
-6322161,relation,Средняя школа №5,-59065,2,,Беларусь,30.065824509558542,53.100731941543586,"30.065183499999993,53.10036249909159,30.066420699999995,53.10111799909159"
-6303485,relation,,-8028509,8,,Рубельский сельский Совет,27.067575428479742,51.973674522022996,"27.066796799999995,51.97322269911979,27.068216099999997,51.97412639911971"
-6303485,relation,,-7468466,10,village,Рубель,27.067575428479742,51.973674522022996,"27.066796799999995,51.97322269911979,27.068216099999997,51.97412639911971"
-6303485,relation,,-71125,6,,Столинский район,27.067575428479742,51.973674522022996,"27.066796799999995,51.97322269911979,27.068216099999997,51.97412639911971"
-6303485,relation,,-59189,4,,Брестская область,27.067575428479742,51.973674522022996,"27.066796799999995,51.97322269911979,27.068216099999997,51.97412639911971"
-6303485,relation,,-59065,2,,Беларусь,27.067575428479742,51.973674522022996,"27.066796799999995,51.97322269911979,27.068216099999997,51.97412639911971"
-6229355,relation,Средняя школа №9,-1749248,6,city,Пинск,26.09112323995078,52.142639053657355,"26.0914785,52.14306019910629,26.090689599999997,52.142256099106326"
-6229355,relation,Средняя школа №9,-59189,4,,Брестская область,26.09112323995078,52.142639053657355,"26.0914785,52.14306019910629,26.090689599999997,52.142256099106326"
-6229355,relation,Средняя школа №9,-59065,2,,Беларусь,26.09112323995078,52.142639053657355,"26.0914785,52.14306019910629,26.090689599999997,52.142256099106326"
-6205332,relation,Гимназия №2,-1749248,6,city,Пинск,26.101561321456412,52.13922651597216,"26.1021341,52.139629099106536,26.1010702,52.13883179910659"
-6205332,relation,Гимназия №2,-59189,4,,Брестская область,26.101561321456412,52.13922651597216,"26.1021341,52.139629099106536,26.1010702,52.13883179910659"
-6205332,relation,Гимназия №2,-59065,2,,Беларусь,26.101561321456412,52.13922651597216,"26.1021341,52.139629099106536,26.1010702,52.13883179910659"
-6205185,relation,Средняя школа №2,-1749248,6,city,Пинск,26.105322285374502,52.13058394127037,"26.1046261,52.130135999107225,26.106018899999995,52.13103209910714"
-6205185,relation,Средняя школа №2,-59189,4,,Брестская область,26.105322285374502,52.13058394127037,"26.1046261,52.130135999107225,26.106018899999995,52.13103209910714"
-6205185,relation,Средняя школа №2,-59065,2,,Беларусь,26.105322285374502,52.13058394127037,"26.1046261,52.130135999107225,26.106018899999995,52.13103209910714"
-6006927,relation,,-8028507,8,,Стружский сельский Совет,27.05471570380592,51.81055481354327,"27.054236299999996,51.81034859913552,27.055213199999997,51.810782799135474"
-6006927,relation,,-4728794,10,village,Ольманы,27.05471570380592,51.81055481354327,"27.054236299999996,51.81034859913552,27.055213199999997,51.810782799135474"
-6006927,relation,,-71125,6,,Столинский район,27.05471570380592,51.81055481354327,"27.054236299999996,51.81034859913552,27.055213199999997,51.810782799135474"
-6006927,relation,,-59189,4,,Брестская область,27.05471570380592,51.81055481354327,"27.054236299999996,51.81034859913552,27.055213199999997,51.810782799135474"
